Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"BROBÄCK, Mr Karl Rudolf",22,3rd Class Passenger,350045£7 15s 11d,Southampton,Decorator,
"BROCKLEBANK, Mr William Alfred",40,3rd Class Passenger,364512£8 1s,Southampton,Groom,
"BROOKMAN, Mr John Cress",28,Victualling Crew,,Southampton,3rd Class Steward,
"BROOKS, Mr J.",25,Engineering Crew,,Southampton,Trimmer,
"BROOM, Mr Herbert George",33,Victualling Crew,,Belfast,Bath Steward,
"BROOME, Mr Athol Frederick",31,Victualling Crew,,Southampton,Verandah Steward (1st Class),
"BROWN, Mrs Caroline Lane",59,1st Class Passenger,11769£51 9s 7d,Southampton,,4* 
"BROWN, Mrs Margaret",44,1st Class Passenger,17610£27 14s 5d,Cherbourg,Socialite,6
"BROWN, Miss Amelia Mary",18,2nd Class PassengerServant,248733£13,Southampton,Cook (Personal),11
"BROWN, Mr Thomas William Solomon",60,2nd Class Passenger,29750£39,Southampton,Hotelier,
"BROWN, Mrs Elizabeth Catherine",44,2nd Class Passenger,29750£39,Southampton,,14
"BROWN, Miss Edith Eileen",15,2nd Class Passenger,29750£39,Southampton,Scholar,14
"BROWN, Mr John",28,Engineering Crew,,Southampton,Fireman,[267]
"BROWN, Mr Joseph",30,Engineering CrewSubstitute Crew,,Southampton,Fireman,
"BROWN, Mr Edward",34,Victualling Crew,,Belfast,Saloon Steward,A 
"BROWN, Mr Walter James",41,Victualling Crew,,Belfast,Saloon Steward (1st class),
"BROWNE, Rev. Francis M.",32,1st Class PassengerCross Channel Passenger,,Southampton,,
"BRYAN, Mr John",22,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"BRYHL, Mr Kurt Arnold Gottfrid",25,2nd Class Passenger,236853£26,Southampton,,
"BRYHL, Miss Dagmar Jenny Ingeborg",20,2nd Class Passenger,236853£26,Southampton,,12
"BUCKLEY, Mr Daniel",21,3rd Class Passenger,330920£7 15s 17d,Queenstown,Farm Labourer,
"BUCKLEY, Miss Catherine",23,3rd Class Passenger,329944£7 5s 8d,Queenstown,,[299]
"BUCKLEY, Mr H. E.",34,Victualling Crew,,Southampton,Assistant Vegetable Cook,
"BUCKNELL, Mrs Emma Eliza",58,1st Class Passenger,11813£76 5s 10d,Cherbourg,,8
"BULEY, Mr Edward John",26,Deck Crew,,Southampton,Able Seaman,10
"BULL, Mr Walter Edward",36,Victualling Crew,,Southampton,Scullion,
"BULLEY, Mr Henry Ashburnham",21,Victualling Crew,,Southampton,Boots Steward (2nd class),
"B?LUS, Mrs Sult?nah",40,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
"B?LUS, Miss N?r al-'ayn",10,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
"B?LUS, Master Akar",7,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
"BUNNELL, Mr Wilfred James",20,Victualling Crew,,Belfast,Plate Steward,
"BURGESS, Mr Charles",18,Victualling Crew,,Southampton,Extra 3rd. Baker,13
"BURKE, Mr Jeremiah",19,3rd Class Passenger,365222£6 15s,Queenstown,Farm Labourer,
"BURKE, Mr Richard Edward",29,Victualling Crew,,Belfast,Lounge Steward (1st class),
"BURKE, Mr William",39,Victualling Crew,,Belfast,Saloon Steward,10
"BURNESS, Mr Frank",43,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"BURNS, Mr John",31,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"BURNS, Miss Elizabeth Margaret",41,1st Class PassengerServant,16966£134 10s,Cherbourg,Nursemaid,3
"BURNS, Miss Mary Delia",15,3rd Class Passenger,330963£7 17s 7d,Queenstown,,
"BURNS, Mr William Simpson",37,Engineering Crew(Delivery trip only),,Belfast,Greaser,
"BURR, Mr Ewart Sydenham",28,Victualling Crew,,Southampton,Saloon Steward (1st class),
"BURRAGE, Mr Arthur Victor Edwards",20,Victualling Crew,,Southampton,Plate Steward,13
"BURROUGHS, Mr Arthur Peckham",34,Engineering Crew,,Southampton,Fireman,
"BURROWS, Mr W.",29,Engineering CrewLeft with Consent,,Southampton,Fireman,
"BURTON, Mr Edward John",35,Engineering Crew,,Southampton,Fireman,
"BUSS, Miss Kate",36,2nd Class Passenger,27849£13,Southampton,,9
"BUTLER, Mr Reginald Fenton",25,2nd Class Passenger,234686£13,Southampton,Mechanical Engineer,[97]
"BUTRUS-KA'W?, Mr Tann?s",21,3rd Class Passenger,2648£7 4s 7d,Cherbourg,Shoemaker,
"BUTT, Major Archibald Willingham",46,1st Class Passenger,113050£26 11s,Southampton,Military,
"BUTT, Mr William John",30,Engineering Crew,,Southampton,Fireman,[77]
"BUTT, Mr Robert Henry",21,Victualling Crew,,Southampton,Saloon Steward,[10]
"BUTTERWORTH, Mr John",23,Victualling Crew,,Southampton,Saloon Steward,[116]
"BYLES, Fr Thomas Roussel Davids",42,2nd Class Passenger,244310£13,Southampton,Priest / Minister,
"BYRNE, Mr James Edward",44,Victualling Crew,,Southampton,Bedroom Steward (2nd Class),
"BYSTRÖM, Mrs Karolina",39,2nd Class Passenger,236852£13,Southampton,,
"?A?I?, Mr Jego Grga",18,3rd Class Passenger,315091£8 13s 3d,Southampton,Farmer,
"?A?I?, Mr Luka",38,3rd Class Passenger,315089£8 13s 3d,Southampton,Farmer,
"?A?I?, Miss Marija",36,3rd Class Passenger,315084£8 13s 3d,Southampton,Farm Labourer,
"?A?I?, Miss Manda",20,3rd Class Passenger,315087£8 13s 3d,Southampton,Farm Labourer,
"CAIRNES, Mr Robert",50,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CAIRNS, Mr Alexander Milne",28,1st Class PassengerServant,113798£31,Southampton,Servant,
"CALDERHEAD, Mr Edward Pennington",42,1st Class Passenger,17476£26 5s 9d,Southampton,,5
"CALDERWOOD, Mr Hugh",33,Engineering Crew,,Belfast,Trimmer,
"CALDWELL, Mr Albert Francis",26,2nd Class Passenger,248738£29,Southampton,,13
"CALDWELL, Mrs Sylvia Mae",28,2nd Class Passenger,248738£29,Southampton,,13
"CALDWELL, Master Alden Gates",10m,2nd Class Passenger,248738£29,Southampton,,13
"?ALI?, Mr Petar",17,3rd Class Passenger,315086£8 13s 3d,Southampton,Farm Labourer,
"?ALI?, Mr Jovo",17,3rd Class Passenger,315093£8 13s 3d,Southampton,,
"CAMERON, Miss Clear Annie",35,2nd Class Passenger,13528£21,Southampton,Personal Maid,14
"CAMPBELL, Mr Donald Samuel",28,Victualling Crew,,Southampton,3rd Class Clerk,
"CAMPBELL, Mr William",20,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Carpenter / Joiner,
"CANAVAN, Miss Mary",22,3rd Class Passenger,364846£7 15s,Queenstown,,
"CANAVAN, Mr Patrick",21,3rd Class Passenger,364858£7 15s,Queenstown,General Labourer,
"CANDEE, Mrs Helen Churchill",52,1st Class Passenger,17606£27 8s 11d,Cherbourg,Writer,6
"CANN, Mr Ernest",29,3rd Class Passenger,2152£8 1s,Southampton,Miner,
"CANNER, Mr John",40,Engineering Crew,,Southampton,Fireman,
"CARAM, Mr Joseph",28,3rd Class Passenger,2689£14 9s 2d,Cherbourg,Merchant,
"CARAM, Mrs Maria Elias",18,3rd Class Passenger,2689£14 9s 2d,Cherbourg,Housekeeper,
"CARBINES, Mr William",19,2nd Class Passenger,28424£13,Southampton,Miner,[18]
"CARDEZA, Mrs Charlotte Wardle",58,1st Class Passenger,17755£512 6s 7d,Cherbourg,,3
"CARDEZA, Mr Thomas Drake Martinez",36,1st Class Passenger,17755£512 6s 7d,Cherbourg,Gentleman,3
"CARDWELL, Mr John",32,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CARLSSON, Mr Frans Olof",33,1st Class Passenger,695£5,Southampton,,
"CARLSSON, Mr Carl Robert",24,3rd Class Passenger,350409£7 17s 1d,Southampton,General Labourer,
"CARLSSON, Mr August Sigfrid",28,3rd Class Passenger,350042£7 15s 11d,Southampton,Farmer,
"CARNEY, Mr William John",31,Victualling Crew,,Southampton,Lift Steward,[251]
"CARR, Mr Richard Stephen",27,Engineering Crew,,Southampton,Trimmer,
"CARR, Miss Jane",45,3rd Class Passenger,368364£7 15s,Queenstown,,
"CARRAU, Mr Francisco Mauro Severiano",27,1st Class Passenger,113059£47 2s,Southampton,,
"CARRAÚ-ESTEVES, Mr José Pedro",17,1st Class Passenger,113059£47 2s,Southampton,,
"CARRUTHERS, Mr Francis",,1st Class Passenger,,Belfast,Civil Servant,
"CARSON, Mr James",36,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"CARTER, Mr F.",27,Engineering CrewFailed to Join Ship,,Southampton,Trimmer,
"CARTER, Mr William Ernest",36,1st Class Passenger,113760£120,Southampton,Businessman,C 
"CARTER, Mrs Lucile",36,1st Class Passenger,113760£120,Southampton,,4
"CARTER, Miss Lucile Polk",14,1st Class Passenger,113760£120,Southampton,,4
"CARTER, Master William Thornton II",11,1st Class Passenger,113760£120,Southampton,,4
"CARTER, Rev. Ernest Courtenay",54,2nd Class Passenger,244252£26,Southampton,Priest / Minister,
"CARTER, Mrs Lilian",45,2nd Class Passenger,244252£26,Southampton,,
"CARTER, Mr James",46,Engineering Crew,,Southampton,Fireman,
"CARTWRIGHT, Mr James Edward",33,Victualling Crew,,Belfast,Saloon Steward,[320]
"CARVER, Mr Alfred John",27,3rd Class Passenger,370160£7 5s,Southampton,Seaman,
"CASALI, Sig. Giulio",32,Restaurant Staff,,Southampton,Waiter,
"CASE, Mr Howard Brown",49,1st Class Passenger,19924£26,Southampton,,
"CASEY, Mr Thomas",44,Engineering Crew,,Southampton,Trimmer,
"CASSEBEER, Mrs Eleanor Genevieve",36,1st Class Passenger,17770£27 14s 5d,Cherbourg,,5
"CASSIDY, Mr William John",30,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"CASSWILL, Mr Charles",34,Victualling Crew,,Southampton,Saloon Steward,
"CASTLEMAN, Mr Edward",37,Engineering Crew,,Southampton,Greaser,
"CATON, Miss Annie",33,Victualling Crew,,Southampton,Turkish Bath Stewardess,
"CAUNT, Mr William Ewart",28,Victualling Crew,,Southampton,Grill Cook,
"CAVE, Mr Herbert",39,Victualling Crew,,Belfast,Saloon Steward (1st class),[218]
"CAVELL, Mr George Henry",22,Engineering Crew,,Southampton,Trimmer,15
"CAVENDISH, Mr Tyrell William",36,1st Class Passenger,19877£78 17s,Southampton,,[172]
"CAVENDISH, Mrs Julia Florence",25,1st Class Passenger,19877£78 17s,Southampton,,6
"CECIL, Mr Charles Thomas",21,Victualling Crew,,Southampton,Steward,
"CELOTTI, Mr Francesco",24,3rd Class Passenger,343275£8 1s,Southampton,Stoker,
"CHABOISSON, Mr Adrien Firmin",25,Restaurant Staff,,Southampton,Roast Cook,
"CHAFFEE, Mr Herbert Fuller",46,1st Class Passenger,5734£61 3s 6d,Southampton,,
"CHAFFEE, Mrs Carrie Constance",47,1st Class Passenger,5734£61 3s 6d,Southampton,,11* 
"CHAMBERS, Mr Norman Campbell",27,1st Class Passenger,113806£53 2s,Southampton,,5
"CHAMBERS, Mrs Bertha",32,1st Class Passenger,113806£53 2s,Southampton,,5
"CHAPMAN, Mr Joseph Charles",32,Victualling Crew,,Southampton,"Boots steward, 2nd class",9
"CHAPMAN, Mr Charles Henry",51,2nd Class Passenger,248731£13 10s,Southampton,,[130]
"CHAPMAN, Mr John Henry",37,2nd Class Passenger,29037£26,Southampton,Cemetery Labourer,[17]
"CHAPMAN, Mrs Sarah Elizabeth",30,2nd Class Passenger,29037£26,Southampton,,
"CHARMAN, Mr John James",25,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"CHARTERS, Mr David",20,3rd Class Passenger,13032£7 14s 8d,Queenstown,General Labourer,
"CHAUDANSON, Miss Victorine",36,1st Class PassengerServant,17608£262 7s 6d,Cherbourg,Personal Maid,4
"CHEEVERS, Mr William",31,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CHERRETT, Mr William Victor",24,Engineering Crew,,Southampton,Fireman,
"CHERRY, Miss Gladys",30,1st Class Passenger,110152£86 10s,Southampton,Of Independent Means,8
"CHEVERTON, Mr William Frederick",27,Victualling Crew,,Belfast,Saloon Steward (1st class),[334]
"CHEVRÉ, Mr Paul Romaine Marie Léonce",45,1st Class Passenger,17594£29 14s,Cherbourg,Sculptor,7* 
"CHIBNALL, Mrs Edith Martha Bowerman",48,1st Class Passenger,113505£55,Southampton,Of Independent Means,6
"CHIP, Mr Chang",32,3rd Class Passenger,1601£56 9s 11d,Southampton,Seaman,
"CHISHOLM, Mr Roderick",43,1st Class PassengerH&W Guarantee Group,112051,Belfast,Draughtsman,
"CHISNALL, Mr George Alexander",36,Engineering Crew,,Belfast,Boilermaker,[111]
"CHITTY, Mr Archibald George",28,Victualling Crew,,Southampton,Third Class Steward,
"CHITTY, Mr George Henry",50,Victualling Crew,,Southampton,Baker,
"CHORLEY, Mr John Henry",25,Engineering Crew,,Southampton,Fireman,
"CHRISTMANN, Mr Emil",29,3rd Class Passenger,343276£8 1s,Southampton,Clerk,
"CHRISTMAS, Mr Herbert Harry",34,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd class),
"CHRISTY, Mrs Alice Frances",52,2nd Class Passenger,237789£30,Southampton,,
"CHRISTY, Miss Rachel Juli Cohen",25,2nd Class Passenger,237789£30,Southampton,,
"CHRONOPOULOS, Mr Apostolos M.",26,3rd Class Passenger,2680£14 9s 1d,Cherbourg,General Labourer,
"CHRONOPOULOS, Mr Dimitrios M.",21,3rd Class Passenger,2680£14 9s 1d,Cherbourg,General Labourer,
"CLARK, Mr Walter Miller",27,1st Class Passenger,13508£136 15s 7d,Cherbourg,,
"CLARK, Mrs Virginia Estelle",26,1st Class Passenger,13508£136 15s 7d,Cherbourg,,4
"CLARK, Mr William",42,Engineering Crew,,Southampton,Fireman,15
"CLARKE, Mr Charles Valentine",29,2nd Class Passenger,2003£26,Southampton,Dairy Worker,
"CLARKE, Mrs Ada Maria",28,2nd Class Passenger,2003£26,Southampton,,14
"CLARKE, Mr John Frederick Preston",28,2nd Class PassengerMusician,250654,Southampton,Musician,[202]
"CLEAVER, Miss Alice Catherine",22,1st Class PassengerServant,113781£151 16s,Southampton,Nursemaid,11
"CLELAND, Mr James",30,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CLENCH, Mr Frederick Charles",33,Deck Crew,,Southampton,Able Seaman,12
"CLENCH, Mr George James",31,Deck Crew,,Southampton,Able Seaman,
"CLIFFORD, Mr George Quincy",40,1st Class Passenger,110465£52,Southampton,,
"COCHRANE, Mr Robert",44,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"COE, Mr Harry",21,Engineering Crew,,Southampton,Trimmer,
"COELHO, Mr Domingos Fernandeo",20,3rd Class Passenger,3101307£7 1s,Southampton,General Labourer,
"COFFEY, Mr John",23,Engineering CrewDeserted,,Southampton,Fireman,
"COHEN, Mr Gurshon",19,3rd Class Passenger,3540£8 1s,Southampton,Printer / Compositor,12* 
"COLBERT, Mr Patrick",24,3rd Class Passenger,371109£7 5s,Queenstown,Railway Porter,
"COLEMAN, Mr Albert Edward",28,Victualling Crew,,Southampton,Saloon Steward (1st class),
"COLEMAN, Mr John",57,Engineering Crew,,Belfast,Engineers' Mess steward,
"COLERIDGE, Mr Reginald Charles",29,2nd Class Passenger,14263£10 10s,Southampton,Advertising Consultant,
"COLGAN, Mr Joseph",33,Victualling Crew,,Southampton,Scullion,
"COLLANDER, Mr Erik Gustaf",27,2nd Class Passenger,248740£13,Southampton,,
"COLLETT, Mr Sidney Clarence Stuart",25,2nd Class Passenger,28034£10 10s,Southampton,,9
"COLLEY, Mr Edward Pomeroy",37,1st Class Passenger,5727£25 11s 9d,Southampton,Civil Engineer,
"COLLINS, Mr John",17,Victualling Crew,,Southampton,Scullion,B 
"COLLINS, Mr John",38,Engineering Crew,,Southampton,Fireman,1
"COLLIS, Mr",,1st Class PassengerCross Channel Passenger,7,Southampton,,
"COLLYER, Mr Harvey",31,2nd Class Passenger,31921£26 5s,Southampton,Grocer,
"COLLYER, Mrs Charlotte Caroline",30,2nd Class Passenger,31921£26 5s,Southampton,,14
"COLLYER, Miss Marjorie Lottie",8,2nd Class Passenger,31921£26 5s,Southampton,,14
"COMBES, Mr George",34,Engineering Crew,,Southampton,Fireman,
"COMPTON, Mrs Mary Eliza",64,1st Class Passenger,17756£83 3s 2d,Cherbourg,,14
"COMPTON, Miss Sara Rebecca",39,1st Class Passenger,17756£83 3s 2d,Cherbourg,,14
"COMPTON, Mr Alexander Taylor jr",37,1st Class Passenger,17756£83 3s 2d,Cherbourg,,
"CONLIN, Mr Thomas Henry",30,3rd Class Passenger,21332£7 14s 8d,Queenstown,General Labourer,
"CONNAUGHTON, Mr Michael",40,3rd Class Passenger,335097£7 15s,Queenstown,Bus Driver,
"CONNOLLY, Miss Catherine",23,3rd Class Passenger,370373£7 15s,Queenstown,,13* 
"CONNOLLY, Miss Kate",41,3rd Class Passenger,330972£7 12s 7d,Queenstown,,
"CONNOR, Mr Thomas",39,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CONNOR, Mr James",46,Engineering Crew(Delivery trip only),,Belfast,Greaser,
"CONNORS, Mr Patrick",66,3rd Class Passenger,370369£7 15s,Queenstown,Farm Labourer,[171]
"CONWAY, Mr Percy Walter",25,Victualling Crew,,Belfast,Saloon Steward (2nd class),
"COOK, Mr Gilbert William",32,Victualling Crew,,Southampton,Saloon Steward,
"COOK, Mrs Selena",22,2nd Class Passenger,14266£10 10s,Southampton,,14
"COOK, Mr Jacob",43,3rd Class Passenger,3536£8 1s,Southampton,Wood Carver,
"COOMBS, Mr Charles Augustus",45,Victualling Crew,,Southampton,Assistant Cook,
"COOPER, Mr H.",25,Engineering Crew,,Southampton,Fireman,
"COOPER, Mr James Edward",26,Engineering Crew,,Southampton,Trimmer,
"COPPERTHWAITE, Mr Albert Harry",28,Engineering Crew,,Southampton,Fireman,
"?OR, Mr Bartol",35,3rd Class Passenger,349230£7 17s 11d,Southampton,General Labourer,
"?OR, Mr Ivan",27,3rd Class Passenger,349229£7 17s 11d,Southampton,General Labourer,
"?OR, Mr Liudevit",19,3rd Class Passenger,349231£7 17s 11d,Southampton,General Labourer,
"CORBEN, Mr Ernest Theodore",27,Victualling Crew,,Southampton,Assistant Printer Steward,
"CORBETT, Mrs Irene",30,2nd Class Passenger,237249£13,Southampton,Musician,
"CORCORAN, Mr Dennis",33,Engineering Crew,,Southampton,Fireman,
"COREY, Mrs Mary Emma",32,2nd Class Passenger,13534£21,Southampton,Teacher,
"CORNAIRE, Mr Marcel Raymond André",19,Restaurant Staff,,Southampton,Assistant Roast Cook,
"CORNBLATT, Mr Harris",30,3rd Class Passenger,SOTON/OQ 392090£8 1s,Southampton,Upholsterer,
"CORNELL, Mrs Malvina Helen",55,1st Class Passenger,11770£25 14s 10d,Southampton,,2
"CORR, Miss Ellen",16,3rd Class Passenger,367231£7 15s,Queenstown,,
"COSGROVE, Mr John",19,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"COSGROVE, Mr William James Gilligan",24,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"COTTERILL, Mr Henry",21,2nd Class Passenger,29107£11 10s,Southampton,Carpenter / Joiner,
"COTTON, Mr Alfred",35,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
"COUCH, Mr Frank",27,Deck Crew,,Southampton,Able Seaman,[253]
"COUCH, Mr Joseph Henry",49,Engineering Crew,,Southampton,Greaser,
"COUPER, Mr Robert Frederick William",30,Engineering Crew,,Southampton,Fireman,
"COUTIN, Mr Auguste Louis",28,Restaurant Staff,,Southampton,Entrée Cook,
"COUTTS, Mrs Minnie",36,3rd Class Passenger,37671£15 18s,Southampton,,2
"COUTTS, Master William Loch",9,3rd Class Passenger,37671£15 18s,Southampton,,2
"COUTTS, Master Neville Leslie",3,3rd Class Passenger,37671£15 18s,Southampton,,2
"COX, Mr William Denton",30,Victualling Crew,,Southampton,Third class steward,[300]
"COXON, Mr Daniel",58,3rd Class Passenger,364500£7 5s,Southampton,Dealer,
"COY, Mr Francis Ernest George",27,Engineering Crew,,Belfast,Junior Assistant 3rd. Engineer,
"CRABB, Mr Henry James",23,Engineering Crew,,Southampton,Trimmer,
"CRAFTER, Mr Frederick Horace",20,Victualling Crew,,Southampton,Saloon Steward (1st class),15* 
"CRAFTON, Mr John Bertram",58,1st Class Passenger,113791£26 11s,Southampton,Businessman,
"CRAIG, Mr David",33,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CRAIG, Mr John",29,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CRAWFORD, Mr Alfred George",43,Victualling Crew,,Belfast,Bed Room Steward,8
"CREASE, Mr Ernest James",20,3rd Class Passenger,3464£8 3s 2d,Southampton,Tinsmith,
"CREESE, Mr Henry Philip",45,Engineering Crew,,Belfast,Deck Engineer,
"CRIBB, Mr John Hatfield",43,3rd Class Passenger,371362£16 2s,Southampton,Butler,
"CRIBB, Miss Laura May",16,3rd Class Passenger,371362£16 2s,Southampton,Shop Assistant,
"CRIMMINS, Mr James",21,Engineering Crew,,Southampton,Fireman,
"CRISP, Mr Albert Hector",39,Victualling Crew,,Belfast,Saloon Steward,
"CRISPIN, Mr William",33,Victualling Crew,,Southampton,Glory Hole Steward,
"CROSBIE, Mr John Borthwick",45,Victualling Crew,,Southampton,Turkish Bath Attendant,
"CROSBY, Captain Edward Gifford",70,1st Class Passenger,5735£71,Southampton,,[269]
"CROSBY, Mrs Catherine Elizabeth",64,1st Class Passenger,5735£71,Southampton,,7* 
"CROSBY, Miss Harriette Rebecca",39,1st Class Passenger,112901£26 11s,Southampton,,7* 
"CROSKERY, Mr Thomas",40,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CROSS, Mr William Alfred",44,Engineering Crew,,Southampton,Fireman,
"CROSSLEY, Mr John",33,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"CROUGHANE, Mr Michael",45,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CROVELLA, Mr Paolo Luigi",16,Restaurant Staff,,Southampton,Assistant Waiter,
"CROW, Mr George Frederick",26,Victualling Crew,,Southampton,Saloon Steward,14
"CRUMPLIN, Mr Charles George Chandler",35,Victualling Crew,,Belfast,Bed Room Steward,
"CULLEN, Mr Charles James",49,Victualling Crew,,Belfast,1st Class Bedroom Steward,11
"CULLEN, Mr Patrick",36,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"CULLEN, Mr John",43,Engineering Crew(Delivery trip only),,Belfast,Leading Fireman,
"?ULUMOVI?, Mr Jeso",17,3rd Class Passenger,315090£8 13s 3d,Southampton,,
"CUMINGS, Mr John Bradley",39,1st Class Passenger,17599£71 5s 8d,Cherbourg,,
"CUMINGS, Mrs Florence Briggs",35,1st Class Passenger,17599£71 5s 8d,Cherbourg,,4
"CUNNINGHAM, Mr Andrew Orr",38,Victualling Crew,,Belfast,1st Class Bedroom Steward,4
"CUNNINGHAM, Mr Alfred Fleming",21,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Fitter,
"CUNNINGHAM, Mr Bernard",35,Engineering Crew,,Southampton,Fireman,
"CURRAN, Mr Thomas",41,Engineering Crew(Delivery trip only),,Belfast,Greaser,
"CURTIS, Mr Arthur",26,Engineering Crew,,Southampton,Fireman,
"D?HIR, Mr ?ann?s",28,3rd Class Passenger,2686£7 4s 7d,Cherbourg,,
"DAHL, Mr Charles Edward",45,3rd Class Passenger,7598£8 1s,Southampton,Carpenter / Joiner,15
"DAHLBERG, Miss Gerda Ulrika",22,3rd Class Passenger,7552£10 10s 4d,Southampton,,
